date,px_last,px_high,px_low,px_close_1d,volume,aja
2023-01-06,39900,39900,39900,39900,2279,32935.36328125
2023-01-09,39900,39900,39900,39900,0,32935.36328125
2023-01-10,39600,39600,39600,39600,1086,32687.7265625
2023-01-11,40000,40000,40000,40000,638,33017.91015625
2023-01-12,40000,40000,39100,39100,9650,32274.990234375
2023-01-13,39100,39100,39100,39100,738,32274.990234375
2023-01-16,38530.8984375,38530.8984375,38530.8984375,38530.8984375,145,31805.23828125
2023-01-17,39890,40000,39890,39900,4488,32935.36328125
2023-01-18,41400,41400,37990,40000,5951,33017.91015625
2023-01-19,38692.73046875,38692.73046875,38692.73046875,38692.73046875,275,31938.81640625
2023-01-20,39493.328125,39493.328125,39493.328125,39493.328125,27,32599.677734375
2023-01-23,39870,40000,39870,40000,3640,33017.91015625
2023-01-24,39900,39900,37530,37530,3472,30979.041015625
2023-01-25,38000,38000,36300,36300,8134,29963.744140625
2023-01-26,38490,38490,35860,35860,1141,29600.556640625
2023-01-27,37900,37900,36800,37000,5749,30541.55859375
2023-01-30,37000,37000,35330,35330,4447,29163.060546875
2023-01-31,35460,35510,35420,35420,2624,29237.353515625
2023-02-01,35400,35420,34050,35420,12210,29237.353515625
2023-02-02,36940,36940,36000,36000,1046,29716.1171875
2023-02-03,36500,36500,36500,36500,736,30128.833984375
2023-02-06,35220,36480,35220,36480,1389,30112.337890625
2023-02-07,35120,36100,35000,36000,5290,29716.1171875
2023-02-08,35030,35030,34280,34660,8642,28610.01171875
2023-02-09,34000,34000,33700,33700,2702,27817.583984375
2023-02-10,33000,33000,33000,33000,749,27239.76953125
2023-02-13,32970,33000,32970,33000,1514,27239.76953125
2023-02-14,33000,33000,32500,33000,7639,27239.76953125
2023-02-15,32900,32900,32500,32500,2053,26827.05078125
2023-02-16,31762.990234375,31762.990234375,31762.990234375,31762.990234375,355,26218.6875
2023-02-17,31534.900390625,31534.900390625,31534.900390625,31534.900390625,343,26030.412109375
2023-02-20,32500,32500,32000,32000,3583,26414.322265625
2023-02-21,31200,31200,31200,31200,2109,25753.966796875
2023-02-22,30810.470703125,30810.470703125,30810.470703125,30810.470703125,275,25432.427734375
2023-02-23,30060,30060,29500,29500,4849,24350.703125
2023-02-24,30990,30990,28420,28420,5947,23459.224609375
2023-02-27,28430,28430,27860,27860,5912,22996.97265625
2023-02-28,27860,27860,25080,25080,23462,20702.23046875
2023-03-01,25500,25500,24950,24950,130420,20594.919921875
2023-03-02,24980,25710,24980,25500,15873,21048.9140625
2023-03-03,25500,25700,25500,25700,11551,21214.001953125
2023-03-06,25600,25700,25600,25700,7296,21214.001953125
2023-03-07,25700,25700,25690,25700,10295,21214.001953125
2023-03-08,25700,26990,25700,26890,39246,22196.287109375
2023-03-09,27180,27500,27180,27450,7545,22658.537109375
2023-03-10,27100,27100,27100,27100,1474,22369.62890625
2023-03-13,26800,27100,26800,26960,45259,22254.0703125
2023-03-14,27790,28500,27430,27800,86483,22947.44140625
2023-03-15,27800,28000,27010,28000,138046,23112.53515625
2023-03-16,28000,29760,28000,29760,20426,24565.322265625
2023-03-17,29500,31500,29500,29760,124351,24565.322265625
2023-03-20,29760,29760,29760,29760,0,24565.322265625
2023-03-21,29000,29000,29000,29000,480,23937.978515625
2023-03-22,29500,29500,29500,29500,831,24350.703125
2023-03-23,29363.029296875,29363.029296875,29363.029296875,29363.029296875,628,24237.638671875
2023-03-24,28200,28790,28200,28790,77561,23764.638671875
2023-03-27,29480,30000,29480,29510,10470,24358.95703125
2023-03-28,29650,30000,29650,30000,5723,24763.427734375
2023-03-29,29020,31720,29020,31720,199270,26183.19921875
2023-03-30,30530,32420,30530,32420,3672,26983.033203125
2023-03-31,31642.91015625,31642.91015625,31642.91015625,31642.91015625,282,26336.267578125
2023-04-03,31013.259765625,31013.259765625,31013.259765625,31013.259765625,430,25812.208984375
2023-04-04,31109.080078125,31109.080078125,31109.080078125,31109.080078125,530,25891.966796875
2023-04-05,32000,34400,32000,32570,3249,27107.876953125
2023-04-06,32570,32570,32570,32570,0,27107.876953125
2023-04-07,32570,32570,32570,32570,0,27107.876953125
2023-04-10,32550,32570,32040,32040,3084,26666.7578125
2023-04-11,32990,33990,32280,33990,7501,28289.7421875
2023-04-12,32500,32500,32500,32500,330,27049.62109375
2023-04-13,32850,33730,32500,33730,4981,28073.337890625
2023-04-14,34200,34200,34200,34200,0,28464.517578125
2023-04-17,33790,37000,33500,37000,13417,30794.9453125
2023-04-18,36780,36780,34640,36700,5257,30545.25
2023-04-19,35300,35300,35300,35300,1824,29380.048828125
